"","SRR9137553_GSM3823667_CON_1_Mus_musculus_RNA-Seq.fastq.gz.subread.BAM","SRR9137554_GSM3823668_CON_2_Mus_musculus_RNA-Seq.fastq.gz.subread.BAM","SRR9137555_GSM3823669_CON_3_Mus_musculus_RNA-Seq.fastq.gz.subread.BAM","SRR9137556_GSM3823670_CON_4_Mus_musculus_RNA-Seq.fastq.gz.subread.BAM","SRR9137557_GSM3823671_CON_5_Mus_musculus_RNA-Seq.fastq.gz.subread.BAM","SRR9137558_GSM3823672_CON_6_Mus_musculus_RNA-Seq.fastq.gz.subread.BAM","SRR9137559_GSM3823673_CON_7_Mus_musculus_RNA-Seq.fastq.gz.subread.BAM","SRR9137560_GSM3823674_CON_8_Mus_musculus_RNA-Seq.fastq.gz.subread.BAM","SRR9137565_GSM3823679_RIL_1_Mus_musculus_RNA-Seq.fastq.gz.subread.BAM","SRR9137566_GSM3823680_RIL_2_Mus_musculus_RNA-Seq.fastq.gz.subread.BAM","SRR9137567_GSM3823681_RIL_3_Mus_musculus_RNA-Seq.fastq.gz.subread.BAM","SRR9137568_GSM3823682_RIL_4_Mus_musculus_RNA-Seq.fastq.gz.subread.BAM"
"ENSMUSG00000044505",20,12,13,26,35,18,31,26,18,8,21,12
"ENSMUSG00000097761",0,0,0,0,0,0,1,0,1,3,1,1
"ENSMUSG00000050931",427,346,927,525,598,330,573,452,315,287,502,464
"ENSMUSG00000104754",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096065",0,1,0,0,1,1,0,0,1,1,0,0
"ENSMUSG00000095386",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000086130",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000062518",0,1,1,0,1,0,0,1,0,1,4,0
"ENSMUSG00000096521",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000081179",16,16,67,18,27,8,25,40,7,13,14,12
"ENSMUSG00000083642",4,10,19,7,8,3,7,21,11,6,14,3
"ENSMUSG00000001334",3,2,1,6,3,1,3,3,1,3,4,1
"ENSMUSG00000078495",2,14,10,9,5,5,7,5,11,5,9,5
"ENSMUSG00000093594",1,0,0,0,0,0,1,1,1,0,4,0
"ENSMUSG00000080059",3,16,63,9,20,16,31,17,17,8,12,27
"ENSMUSG00000059423",4,7,13,8,4,4,5,10,7,3,6,7
"ENSMUSG00000078612",4,9,11,34,14,7,13,5,12,13,8,12
"ENSMUSG00000083791",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000028518",70,128,196,198,150,113,162,168,162,88,163,95
"ENSMUSG00000028517",177,417,465,475,519,441,646,632,776,487,914,433
"ENSMUSG00000081819",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083128",0,0,0,0,0,0,0,0,0,1,0,0
"ENSMUSG00000082061",1,2,2,2,2,1,3,3,1,1,2,1
"ENSMUSG00002075274",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000085790",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000082768",2,3,5,4,4,4,5,2,2,2,3,0
"ENSMUSG00000087933",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00002076517",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000081189",1,0,2,1,3,0,0,3,2,0,0,0
"ENSMUSG00000086249",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000082958",0,0,0,0,0,1,0,0,0,0,0,0
"ENSMUSG00000087051",0,0,0,0,0,0,0,0,0,0,1,0
"ENSMUSG00000104192",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000029022",3,2,10,5,6,8,2,6,7,8,5,4
"ENSMUSG00000070583",0,0,1,0,0,1,0,0,0,0,0,0
"ENSMUSG00000040928",26,54,95,65,65,54,90,50,52,34,91,58
"ENSMUSG00000028514",49,144,217,166,177,77,156,149,143,82,152,97
"ENSMUSG00000028811",48,49,133,100,108,56,86,70,71,34,83,77
"ENSMUSG00000044254",129,238,450,342,469,208,409,356,315,174,418,290
"ENSMUSG00000025418",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000118551",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000085933",0,1,0,0,0,0,0,0,0,0,2,0
"ENSMUSG00000086172",0,0,1,0,0,0,0,0,0,0,0,0
"ENSMUSG00000050390",67,113,318,142,123,94,155,156,61,56,140,110
"ENSMUSG00000087575",0,2,3,2,0,0,2,0,0,0,0,0
"ENSMUSG00002075153",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000001333",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000034926",41,26,55,72,76,29,55,77,52,33,39,42
"ENSMUSG00000085023",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000057236",307,468,744,611,690,450,592,519,381,332,645,447
"ENSMUSG00000054362",0,0,0,0,0,0,0,0,1,0,2,0
"ENSMUSG00000034919",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000057572",44,56,115,98,74,61,110,72,70,42,98,65
"ENSMUSG00000043572",2,6,4,4,5,0,7,5,2,2,4,2
"ENSMUSG00000028807",0,2,5,1,1,3,1,5,3,2,1,2
"ENSMUSG00000082468",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000029020",145,138,216,225,243,172,235,157,193,122,243,229
"ENSMUSG00000048485",0,0,0,1,0,0,2,0,0,0,0,0
"ENSMUSG00000064613",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083340",0,0,0,1,0,2,0,0,0,1,0,0
"ENSMUSG00000040859",31,48,73,46,65,46,69,44,34,26,42,50
"ENSMUSG00000019055",48,80,89,64,82,58,76,44,72,45,53,55
"ENSMUSG00000000411",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000044496",30,66,115,94,85,61,98,53,56,45,84,72
"ENSMUSG00000078554",0,0,2,0,0,0,0,3,0,2,2,1
"ENSMUSG00000029019",0,0,0,0,0,0,0,1,0,0,0,0
"ENSMUSG00000086336",0,0,1,0,0,0,0,0,0,0,0,0
"ENSMUSG00000047945",46,66,60,82,67,73,109,82,61,57,58,66
"ENSMUSG00000041616",1,1,1,0,0,0,0,0,0,0,0,1
"ENSMUSG00000086806",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000025413",19,23,57,40,50,31,44,41,29,12,36,18
"ENSMUSG00000028800",13,36,79,97,74,40,82,60,41,37,63,58
"ENSMUSG00000047502",0,0,1,0,0,0,0,0,0,0,2,1
"ENSMUSG00000034871",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000000409",0,4,10,7,2,1,4,9,3,1,9,4
"ENSMUSG00000099070",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000050493",7,8,30,20,33,11,18,19,19,12,25,24
"ENSMUSG00000028798",213,297,594,382,404,291,384,324,310,199,365,289
"ENSMUSG00000029016",13,28,39,40,36,29,28,26,31,30,29,25
"ENSMUSG00000040455",47,55,94,77,81,51,94,50,43,36,69,65
"ENSMUSG00000083473",0,0,0,0,0,1,0,0,0,0,0,0
"ENSMUSG00000034853",1,0,1,0,1,5,4,0,9,1,6,2
"ENSMUSG00000081110",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000086940",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000029009",4,13,33,32,28,16,18,20,18,6,8,11
"ENSMUSG00000094320",88,83,231,163,107,113,160,143,73,49,101,124
"ENSMUSG00000078494",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000029007",8,7,32,8,19,16,31,16,10,10,21,6
"ENSMUSG00000029005",0,1,0,0,0,0,0,0,0,0,0,1
"ENSMUSG00000028797",160,162,355,244,283,153,240,233,164,131,197,194
"ENSMUSG00000078552",0,1,5,1,0,1,4,0,1,0,2,2
"ENSMUSG00000040795",6,14,11,23,18,31,18,25,25,12,27,28
"ENSMUSG00000029003",65,62,131,124,125,84,164,88,92,70,80,109
"ENSMUSG00000028795",0,1,2,0,1,0,0,2,0,1,0,2
"ENSMUSG00000053841",48,101,199,111,124,101,132,102,108,73,130,115
"ENSMUSG00000055401",162,251,447,299,349,236,391,294,224,156,290,238
"ENSMUSG00000099043",0,0,0,0,0,0,0,0,0,0,1,0
"ENSMUSG00000003731",44,90,139,137,137,94,135,95,112,54,123,81
"ENSMUSG00000053730",6,6,33,21,17,10,14,21,19,10,15,16
"ENSMUSG00000098422",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000028790",65,89,184,160,103,103,123,103,51,45,87,85
"ENSMUSG00000080944",31,53,64,69,94,62,59,46,55,50,90,43
"ENSMUSG00002076876",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000028788",606,837,1813,1120,988,566,920,1257,749,535,1042,710
"ENSMUSG00000073753",1,0,0,0,0,1,1,0,0,0,0,0
"ENSMUSG00000065768",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000070729",3,5,12,3,10,10,9,13,8,3,7,7
"ENSMUSG00000086369",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000028784",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000085389",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000029001",5,9,2,4,9,7,7,9,7,4,5,3
"ENSMUSG00000041556",2,2,5,0,0,0,0,3,1,1,0,2
"ENSMUSG00000061887",123,181,217,261,261,158,284,214,278,147,308,203
"ENSMUSG00000085581",0,0,0,0,2,0,0,0,1,0,0,0
"ENSMUSG00000041544",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087027",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000086326",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000028622",140,165,443,247,283,200,317,223,191,144,216,191
"ENSMUSG00000047719",41,53,91,83,111,61,104,88,81,57,103,105
"ENSMUSG00000064648",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000028621",10,15,17,19,19,13,24,8,19,11,32,13
"ENSMUSG00000047636",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000085304",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000028991",33,55,75,54,68,44,97,66,65,44,87,48
"ENSMUSG00000028989",2,2,4,1,1,0,0,3,4,3,4,2
"ENSMUSG00000089081",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000088625",0,0,0,0,0,0,0,0,0,1,0,1
"ENSMUSG00000028619",31,35,69,48,81,40,73,50,34,30,66,20
"ENSMUSG00000028618",758,925,1955,1577,1506,1092,1676,1148,1301,883,1315,1192
"ENSMUSG00000070877",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000028617",29,26,57,46,45,31,44,36,21,20,29,29
"ENSMUSG00000017264",43,54,138,101,85,57,118,84,46,21,75,59
"ENSMUSG00000082860",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087217",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000006442",214,274,780,473,424,294,347,315,251,156,260,300
"ENSMUSG00000063172",22,33,46,51,38,16,43,28,19,25,26,15
"ENSMUSG00000082941",0,1,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000028979",218,206,377,354,388,259,525,241,270,239,315,334
"ENSMUSG00000034785",350,436,341,286,270,302,433,156,527,288,89,322
"ENSMUSG00000057375",62,58,115,102,82,71,98,57,78,56,49,59
"ENSMUSG00000082279",0,0,0,0,0,0,0,0,1,0,0,0
"ENSMUSG00000086041",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000028243",12,18,45,23,23,15,36,28,21,10,18,19
"ENSMUSG00000028614",23,58,87,69,76,46,61,55,62,35,61,53
"ENSMUSG00002075537",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096654",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083293",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000034762",0,0,0,0,0,0,0,0,0,1,2,0
"ENSMUSG00000078686",39088,43904,57880,42773,42543,21562,24421,23871,32551,73811,46057,45173
"ENSMUSG00000078685",46,26,26,12,10,2,10,11,25,8,19,26
"ENSMUSG00000094202",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000028610",0,1,0,0,1,0,0,0,0,0,0,0
"ENSMUSG00000081916",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000085549",0,1,0,0,0,0,0,0,0,1,0,0
"ENSMUSG00002075389",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000084874",2,3,15,7,4,1,7,2,5,1,0,4
"ENSMUSG00000087195",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087289",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087200",0,0,1,0,0,0,0,0,0,0,0,0
"ENSMUSG00000078683",16633,19308,33108,24919,25353,12169,17876,17588,16891,27177,22930,23333
"ENSMUSG00000086253",23,17,21,342,17,14,33,85,23,11,28,26
"ENSMUSG00000094222",2,1,1,0,0,0,4,2,1,1,6,4
"ENSMUSG00000094235",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000078680",23396,23785,32050,27777,25575,19795,26444,21185,25807,30569,28755,33132
"ENSMUSG00000082868",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000073834",39310,40300,48125,32449,19905,26365,31400,21349,27020,9259,54614,48131
"ENSMUSG00000094743",1,0,1,2,1,2,1,3,2,0,1,0
"ENSMUSG00000094793",15550,12774,24655,41763,18169,11293,14252,12239,13804,14046,17337,16717
"ENSMUSG00000096891",48,56,72,43,30,31,49,36,36,18,45,62
"ENSMUSG00000110439",24683,23090,34771,24617,23690,16293,21072,27774,23057,24890,20975,24367
"ENSMUSG00000094948",2,5,1,1,2,3,5,2,3,2,4,3
"ENSMUSG00000096652",0,1,1,3,0,0,1,1,0,0,2,1
"ENSMUSG00000089873",17747,18364,23856,19448,17661,18504,18955,16111,18699,23243,23160,24691
"ENSMUSG00000082173",3,7,5,6,1,1,4,2,4,3,5,7
"ENSMUSG00000028782",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000085517",1,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000073830",120870,129256,158055,149853,126044,90265,105911,79965,156081,159222,129329,136588
"ENSMUSG00000095978",0,0,2,0,2,1,3,0,1,0,0,1
"ENSMUSG00000096674",151336,150295,193035,169308,172378,103343,122343,90486,166828,194382,185431,186533
"ENSMUSG00000073835",1,8,1,2,0,2,3,0,1,0,3,2
"ENSMUSG00000078675",46426,45139,61305,42218,41777,24702,26487,27598,38146,66560,58183,48375
"ENSMUSG00000095532",7,16,17,14,9,13,14,18,8,13,11,21
"ENSMUSG00000096688",24849,26809,19710,12862,7684,9874,10636,9124,16372,6446,21148,22322
"ENSMUSG00000082065",1,0,3,2,0,1,3,0,0,1,2,5
"ENSMUSG00000078674",13787,13655,21442,13105,8723,7281,9408,9001,8129,9875,11461,12570
"ENSMUSG00000083304",0,0,0,0,0,0,3,0,0,1,0,0
"ENSMUSG00000095307",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000078673",249001,301412,519076,394152,348264,178486,279223,242626,250078,269409,341265,331720
"ENSMUSG00000081207",173,311,190,73,104,84,191,78,316,244,356,222
"ENSMUSG00000090090",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000058523",531,434,1465,846,667,490,710,706,360,260,623,701
"ENSMUSG00000081755",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000081053",26,72,70,42,43,14,38,35,41,23,18,25
"ENSMUSG00000082363",32,31,93,48,30,20,36,35,33,16,36,43
"ENSMUSG00000082644",937,842,3008,1833,1004,959,976,1103,692,318,559,1026
"ENSMUSG00000084309",8,13,38,19,5,11,17,14,16,1,11,12
"ENSMUSG00000083524",19,9,70,30,11,22,18,22,7,3,12,18
"ENSMUSG00000078672",39076,30399,56735,49802,31672,32844,33342,27205,22616,10808,27080,35395
"ENSMUSG00000066154",25397,26487,51628,43698,40476,26274,39088,28384,34396,22541,37825,36926
"ENSMUSG00000085404",4,7,9,15,18,10,7,22,13,10,10,14
"ENSMUSG00000086530",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000041459",440,400,1105,731,624,491,773,613,425,317,496,408
"ENSMUSG00000066153",1116,851,2429,2012,1636,1030,1284,1038,1059,1275,1320,1193
"ENSMUSG00000070577",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087273",0,2,2,2,2,1,3,3,0,0,2,2
"ENSMUSG00000041272",1,8,8,10,1,4,12,7,15,7,13,5
"ENSMUSG00000028389",0,3,3,0,1,0,2,4,0,0,2,2
"ENSMUSG00000066152",15,38,110,62,57,39,66,53,28,23,52,44
"ENSMUSG00000118769",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000028977",61,39,125,58,59,30,70,52,18,15,62,26
"ENSMUSG00000086766",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000086606",16,14,51,28,10,11,17,14,7,8,7,15
"ENSMUSG00000086740",0,1,2,1,0,1,4,0,0,0,0,1
"ENSMUSG00000028975",49,77,149,98,101,71,112,114,90,70,109,59
"ENSMUSG00000081086",0,0,2,0,1,0,1,2,0,0,1,1
"ENSMUSG00000028974",16,37,46,52,41,42,62,42,48,25,64,42
"ENSMUSG00000028971",0,0,0,0,0,0,0,0,0,0,1,0
"ENSMUSG00000073705",0,2,7,7,4,2,8,5,0,1,4,4
"ENSMUSG00000080746",2,5,13,7,8,7,8,6,2,3,4,5
"ENSMUSG00000040690",0,2,3,7,5,6,11,2,2,3,5,3
"ENSMUSG00000028961",186,361,1092,539,480,357,483,450,236,129,331,188
"ENSMUSG00000028779",83,96,182,169,170,114,166,147,113,94,160,129
"ENSMUSG00000066151",30,43,66,73,39,44,57,45,64,31,75,35
"ENSMUSG00000028778",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000066150",172,253,415,406,464,318,477,350,421,308,458,319
"ENSMUSG00000066149",34,55,106,66,52,48,74,51,38,24,61,70
"ENSMUSG00000066148",25,55,93,87,56,35,77,60,38,22,53,27
"ENSMUSG00000063851",3,0,9,0,4,5,7,12,0,0,2,4
"ENSMUSG00000028776",32,53,164,127,164,116,134,111,47,82,89,93
"ENSMUSG00000023120",0,0,0,0,0,0,0,0,0,0,1,0
"ENSMUSG00000023232",10,13,30,16,36,25,34,18,31,23,27,24
"ENSMUSG00000028613",0,15,27,15,21,23,23,22,2,0,15,5
"ENSMUSG00000073752",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000028773",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000073779",0,1,0,1,0,0,0,0,0,0,0,0
"ENSMUSG00000028612",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000028391",0,0,2,3,3,4,1,0,2,1,3,0
"ENSMUSG00000028772",40,47,124,56,75,64,84,70,60,40,74,71
"ENSMUSG00000028609",51,98,209,135,132,127,128,135,99,63,112,96
"ENSMUSG00000074088",19,38,63,63,48,21,57,28,34,34,56,34
"ENSMUSG00000028392",0,2,2,1,3,0,0,0,1,0,2,2
"ENSMUSG00000038422",28,38,61,65,70,34,57,31,37,43,51,57
"ENSMUSG00000078532",1,3,3,7,3,3,3,2,0,0,1,2
"ENSMUSG00000028393",146,148,353,360,385,233,308,269,220,265,352,243
"ENSMUSG00000028394",55,141,244,155,146,97,129,129,91,58,103,76
"ENSMUSG00000058046",0,0,0,0,2,0,0,1,1,0,0,0
"ENSMUSG00000063077",209,378,679,553,473,291,471,550,418,222,468,325
"ENSMUSG00000028608",37,43,111,60,64,37,51,44,40,22,42,56
"ENSMUSG00000028607",96,148,207,202,260,219,284,155,275,212,256,215
"ENSMUSG00000086713",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000059810",1,1,15,14,7,2,12,3,6,8,4,1
"ENSMUSG00000085177",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000085223",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000086139",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000077161",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087967",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000082048",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083635",0,0,1,0,0,0,0,0,0,0,0,0
"ENSMUSG00000028960",98,139,264,176,184,104,227,138,137,98,175,142
"ENSMUSG00000085286",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000008932",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000085807",0,0,0,1,0,0,0,0,0,0,0,0
"ENSMUSG00000085819",0,0,3,0,0,0,0,0,0,0,0,0
"ENSMUSG00000028996",0,1,0,0,1,1,0,0,0,0,1,0
"ENSMUSG00000070572",10,17,54,31,22,13,21,26,12,3,11,9
"ENSMUSG00000028358",4,7,11,7,5,8,6,7,3,4,9,5
"ENSMUSG00000028992",33,49,74,72,66,65,107,50,68,39,59,54
"ENSMUSG00000087198",0,0,1,0,0,0,0,0,0,0,0,0
"ENSMUSG00000028356",3054,2899,6439,5341,4809,2989,5319,3741,3707,2677,4205,4284
"ENSMUSG00000028990",17,16,59,30,30,10,34,29,22,14,21,19
"ENSMUSG00000083811",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000084646",0,0,0,0,2,0,0,1,0,0,0,0
"ENSMUSG00000028988",53,62,98,87,110,49,131,96,89,50,86,73
"ENSMUSG00000028600",0,2,2,1,0,0,4,1,2,4,3,3
"ENSMUSG00000093403",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000086949",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000089051",0,1,1,0,0,0,0,1,0,0,0,0
"ENSMUSG00000028357",0,0,0,0,0,0,1,0,0,0,0,1
"ENSMUSG00000028580",200,236,499,370,353,237,329,353,224,167,343,243
"ENSMUSG00000065196",0,0,0,1,0,0,0,0,0,0,0,0
"ENSMUSG00000087449",0,0,5,9,4,2,0,2,1,1,3,3
"ENSMUSG00000119649",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000119144",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000086548",0,0,0,0,0,0,0,0,4,0,0,0
"ENSMUSG00000039953",2,5,4,11,10,2,15,3,8,2,12,8
"ENSMUSG00000025743",1,5,4,4,0,1,3,2,5,0,1,1
"ENSMUSG00000087451",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000097224",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000077381",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000028603",5198,7508,11092,10835,10687,7029,10971,7971,10166,7379,10181,8903
"ENSMUSG00000098980",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000045672",37,31,74,103,67,53,93,52,86,56,102,89
"ENSMUSG00000070102",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000039196",2226,2463,4407,4241,4069,2696,3770,3024,3035,1925,2807,3332
"ENSMUSG00000082141",5,6,7,9,16,7,8,8,5,2,6,7
"ENSMUSG00000028581",12,28,34,40,27,21,39,30,36,37,29,25
"ENSMUSG00000028359",14,44,53,58,23,27,34,27,59,13,21,38
"ENSMUSG00000040533",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000085804",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000061540",486,601,1290,1002,802,654,850,724,618,311,544,719
"ENSMUSG00000086262",0,0,0,0,0,0,0,0,0,0,1,0
"ENSMUSG00000088041",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000078531",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087171",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000086856",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000039158",1,1,3,1,4,2,2,2,5,1,2,3
"ENSMUSG00000086953",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000028601",164,178,307,291,322,339,396,267,344,193,304,269
"ENSMUSG00000034645",0,4,2,0,1,4,1,0,2,1,0,0
"ENSMUSG00000034636",70,95,153,122,125,56,95,93,58,64,85,63
"ENSMUSG00000083957",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000081734",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000048351",59,79,156,132,107,91,136,111,81,70,140,105
"ENSMUSG00000059816",0,0,0,1,0,0,1,1,2,0,1,2
"ENSMUSG00000028597",0,3,4,5,2,1,4,3,6,4,4,1
"ENSMUSG00000083255",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000028909",0,0,2,0,2,0,1,0,0,0,4,0
"ENSMUSG00000039936",1,3,5,0,3,3,2,2,1,4,2,2
"ENSMUSG00000098580",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000028910",42,42,77,75,78,42,104,52,67,46,58,70
"ENSMUSG00000034610",33,41,96,69,63,31,60,45,51,32,78,35
"ENSMUSG00000118825",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083783",0,3,0,0,0,0,0,1,0,0,0,1
"ENSMUSG00000065299",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000085093",0,0,3,0,0,0,0,0,3,0,0,1
"ENSMUSG00000087714",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000084593",0,0,0,0,1,0,0,0,0,0,0,0
"ENSMUSG00000028911",0,0,2,1,1,5,0,0,0,1,0,0
"ENSMUSG00000102602",0,9,5,3,3,3,0,5,6,3,5,0
"ENSMUSG00000085667",4,4,4,5,2,0,0,2,2,1,12,5
"ENSMUSG00000083013",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000118394",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000070720",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000063800",15,34,100,46,36,45,57,56,34,17,34,35
"ENSMUSG00000044700",36,45,105,74,64,51,71,48,46,43,72,49
"ENSMUSG00000028982",110,70,165,134,110,99,135,79,64,77,107,94
"ENSMUSG00000085403",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000085368",0,0,1,0,0,0,0,0,0,0,0,0
"ENSMUSG00000084807",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000081601",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083173",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00002075745",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00002076480",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000028587",0,1,9,3,0,3,2,0,0,0,7,1
"ENSMUSG00000084968",2,1,8,1,0,0,0,2,0,0,0,0
"ENSMUSG00000039911",180,82,368,153,120,79,119,104,16,32,92,65
"ENSMUSG00000086767",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000028980",249,261,505,418,332,233,483,378,249,207,340,265
"ENSMUSG00000086665",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000065493",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000102813",1,0,2,3,0,0,1,1,0,0,2,0
"ENSMUSG00000047875",3,6,8,6,8,8,8,7,8,10,13,4
"ENSMUSG00000118596",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087094",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000028582",2,0,5,4,4,2,0,2,3,0,1,2
